term,posting
comment,60:1
softwar,60:2
www,60:1
comput,60:1
frame,60:4
site,60:1
webmail,60:1
substr,60:4
archiv,60:1
scienc,60:1
quebec,60:1
maisonneuv,60:1
home,60:2
calendar,60:1
announc,60:1
open,60:1
check,60:1
staff,60:1
canada,60:1
web,60:1
blvd,60:1
enc,60:4
engin,60:1
copyright,60:1
titl,60:2
helpdesk,60:1
support,60:1
enrol,60:1
websit,60:4
program,60:11
time,60:1
mail,60:1
document,60:2
ca,60:1
msdnaa,60:9
map,60:1
msdn,60:8
full,60:1
parent,60:4
faculti,60:2
usernam,60:1
de,60:1
account,60:1
quota,60:1
mainten,60:2
link,60:1
student,60:1
address,60:1
password,60:2
valid,60:2
requir,60:1
search,60:1
center,60:2
directori,60:1
ait,60:2
access,60:3
microsoft,60:1
inform,60:1
length,60:2
concordia,60:1
email,60:1
west,60:1
quick,60:1
found,60:1
academ,60:8
allianc,60:8
montreal,60:1
