docId,url
95,encs.concordia.ca/current-students/undergraduate-program-requirements/index.html
96,encs.concordia.ca/current-students/undergraduate-program-requirements/course-sequences/index.html
97,encs.concordia.ca/current-students/undergraduate-program-requirements/course-sequences/mechanical-engineering/index.html
98,encs.concordia.ca/current-students/undergraduate-program-requirements/course-sequences/computer-engineering/index.html
99,encs.concordia.ca/current-students/undergraduate-program-requirements/course-sequences/computer-science/index.html
100,encs.concordia.ca/current-students/undergraduate-program-requirements/course-sequences/civil-engineering/index.html
101,encs.concordia.ca/current-students/undergraduate-program-requirements/course-sequences/software-engineering/index.html
102,encs.concordia.ca/current-students/undergraduate-program-requirements/course-sequences/industrial-engineering/index.html
103,encs.concordia.ca/current-students/undergraduate-program-requirements/course-sequences/building-engineering/index.html
104,encs.concordia.ca/current-students/undergraduate-program-requirements/course-sequences/electrical-engineering/index.html
105,encs.concordia.ca/current-students/undergraduate-program-requirements/grade-point-average/index.html
106,encs.concordia.ca/current-students/undergraduate-program-requirements/writing-test/index.html
107,encs.concordia.ca/current-students/undergraduate-program-requirements/capstone-projects/index.html
108,encs.concordia.ca/current-students/undergraduate-program-requirements/graduation/index.html
109,encs.concordia.ca/current-students/international-exchanges/index.html
110,encs.concordia.ca/Design/research/index.html
111,encs.concordia.ca/Design/resources/index.html
112,encs.concordia.ca/Design/news-and-events/index.html
113,encs.concordia.ca/Design/future-students/visiting-and-exchange-students/index.html
114,encs.concordia.ca/Design/future-students/undergraduate-education/index.html
115,encs.concordia.ca/Design/future-students/graduate-education/scholarships/index.html
116,encs.concordia.ca/Design/future-students/graduate-education/programs/index.html
117,encs.concordia.ca/Design/future-students/graduate-education/programs/building-civil-and-environmental-engineering/index.html
118,encs.concordia.ca/Design/future-students/graduate-education/programs/service-engineering-and-network-management/index.html
119,encs.concordia.ca/Design/future-students/graduate-education/programs/electrical-and-computer-engineering/index.html
120,encs.concordia.ca/Design/future-students/graduate-education/programs/computer-science/index.html
121,encs.concordia.ca/Design/future-students/graduate-education/programs/aerospace-engineering/index.html
122,encs.concordia.ca/Design/future-students/graduate-education/programs/mechanical-and-industrial-engineering/index.html
123,encs.concordia.ca/Design/future-students/graduate-education/programs/software-engineering/index.html
124,encs.concordia.ca/Design/future-students/graduate-education/programs/information-systems-security/index.html
125,encs.concordia.ca/Design/future-students/graduate-education/programs/quality-systems-engineering/index.html
126,encs.concordia.ca/Design/future-students/graduate-education/programs/3d-graphics-and-game-development/index.html
127,encs.concordia.ca/Design/future-students/graduate-education/applying-to-encs-grad/index.html
128,encs.concordia.ca/Design/administration-and-governance/index.html
129,encs.concordia.ca/Design/administration-and-governance/administrative-units/student-academic-services/index.html
130,encs.concordia.ca/Design/administration-and-governance/industrial-advisory-council/index.html
131,encs.concordia.ca/Design/current-students/newly-admitted-students/index.html
132,encs.concordia.ca/Design/current-students/graduate-program-requirements/index.html
133,encs.concordia.ca/Design/current-students/industrial-experience/index.html
134,encs.concordia.ca/Design/current-students/registration/index.html
135,encs.concordia.ca/Design/current-students/forms-and-procedures/index.html
136,encs.concordia.ca/Design/current-students/undergraduate-program-requirements/index.html
137,encs.concordia.ca/Design/current-students/international-exchanges/index.html
138,encs.concordia.ca/Design/policies-and-procedures/index.html
139,encs.concordia.ca/policies-and-procedures/academic-personnel/critical-path/index.html
140,encs.concordia.ca/policies-and-procedures/academic-personnel/sabbaticals/index.html
141,encs.concordia.ca/policies-and-procedures/academic-personnel/deadlines/index.html
142,encs.concordia.ca/policies-and-procedures/academic-personnel/contract-renewals/index.html
143,encs.concordia.ca/policies-and-procedures/academic-personnel/promotion-to-associate/index.html
144,encs.concordia.ca/policies-and-procedures/academic-personnel/promotion-to-professor/index.html
145,encs.concordia.ca/policies-and-procedures/academic-personnel/applying-for-tenure/index.html
146,encs.concordia.ca/policies-and-procedures/academic-personnel/new-employees/index.html
147,encs.concordia.ca/policies-and-procedures/budget-and-finance/travel/index.html
148,encs.concordia.ca/policies-and-procedures/budget-and-finance/financial-support-for-faculty/index.html
149,encs.concordia.ca/policies-and-procedures/budget-and-finance/professional-development-allowance/index.html
150,encs.concordia.ca/policies-and-procedures/budget-and-finance/purchasing/index.html
151,encs.concordia.ca/policies-and-procedures/research-support/index.html
152,encs.concordia.ca/policies-and-procedures/research-support/gssp/index.html
153,encs.concordia.ca/policies-and-procedures/research-support/workshops/index.html
154,encs.concordia.ca/policies-and-procedures/research-support/cara-funds/index.html
155,encs.concordia.ca/policies-and-procedures/research-support/external-funding/index.html
156,encs.concordia.ca/policies-and-procedures/research-support/start-up-funds/index.html
157,encs.concordia.ca/policies-and-procedures/teaching/application-for-part-time-teaching/index.html
158,encs.concordia.ca/policies-and-procedures/teaching/teaching-assistants/index.html
159,encs.concordia.ca/policies-and-procedures/teaching/teaching-assistants/oral-proficiency-test/index.html
160,encs.concordia.ca/policies-and-procedures/teaching/part-time-instructors/index.html
161,encs.concordia.ca/policies-and-procedures/teaching/professional-engineering-license/index.html
162,encs.concordia.ca/policies-and-procedures/teaching/teaching-excellence-award/index.html
163,encs.concordia.ca/policies-and-procedures/teaching/part-time-faculty/index.html
164,encs.concordia.ca/policies-and-procedures/teaching/full-time-faculty/index.html
