term,posting
comment,61:1
softwar,61:1
www,61:1
purchas,61:1
motd,61:7
frame,61:4
site,61:1
webmail,61:1
substr,61:4
archiv,61:8
scienc,61:1
quebec,61:1
maisonneuv,61:1
home,61:1
calendar,61:1
announc,61:1
check,61:1
staff,61:1
canada,61:1
web,61:1
blvd,61:1
enc,61:1
engin,61:1
copyright,61:1
west,61:1
helpdesk,61:1
websit,61:1
mail,61:1
document,61:2
ca,61:1
msdnaa,61:1
map,61:1
resourc,61:1
parent,61:4
faculti,61:1
de,61:1
quota,61:1
link,61:1
address,61:1
search,61:1
comput,61:1
directori,61:1
ait,61:2
request,61:1
email,61:1
length,61:2
concordia,61:1
quick,61:1
support,61:1
montreal,61:1
